id,username,created_at,lng,lat,text
1517592863353282565,mrhixenbaugh,Fri Apr 22 19:55:08 +0000 2022,-96.29164850000001,30.585471499999997,@GraceKraft They can use not just rock and paper but also scissor🪨 📜 ✂️
1517592863772528640,jayonua,Fri Apr 22 19:55:08 +0000 2022,-118.39963900000001,34.082496500000005,@MusikstubeB I’m a producer too :/
1517592863944572928,LUVBEA,Fri Apr 22 19:55:08 +0000 2022,-117.851089,33.842863,no one:my grandma: did u know im dead? wtf grandma
1517592865488216066,kalebngille,Fri Apr 22 19:55:09 +0000 2022,-86.791549,36.200008,Just saw a full party bus driving down Lafayette street in the middle of the day while school is letting outGuess… https://t.co/UxzbWwi9oj
1517592865848938498,lil_peedi203,Fri Apr 22 19:55:09 +0000 2022,-72.757385,41.500753,before i ever fold i’ll do life in prison ❗️
1517592866796711937,Hotwielzz,Fri Apr 22 19:55:09 +0000 2022,-111.91702599999999,40.765805,@teemcee It can go from snowing to 85 within a day in June.. You never know what you are going to get here 😂😂😂
1517592867006566402,TheandraMadu,Fri Apr 22 19:55:09 +0000 2022,-77.0143985,38.898602999999994,I’m having as many brunch and dinner dates as possible with my friends before I leave the DMV 🥲
1517592867115524097,earthshook,Fri Apr 22 19:55:09 +0000 2022,-153.1215,60.0722,"Ml 2.7 earthquake (automatic) occured at 2022-04-21T20:25:39 UTC, 63 km ENE of Pedro Bay, Alaska https://t.co/vJOZbF3ofh"
1517592865999831041,BrysonEmporium,Fri Apr 22 19:55:09 +0000 2022,-76.825951,39.13578,Shop @BrysonEmporium We are the best damn vintage shop in Maryland! #SavageMill #Maryland #DMV #Vintage… https://t.co/xb4FGEtNzC
1517592869430870017,BHSBLAZESOCCER,Fri Apr 22 19:55:10 +0000 2022,-86.541606,35.954332,@MichelleLoria4 @bhsjustus @TheVoiceBHS @BSPNBlackman Thank you for coming out and capturing some of our moments!
1517592869967523840,mdhero,Fri Apr 22 19:55:10 +0000 2022,-122.28917,37.50613,Hugging a California Buckeye tree on campus on #EarthDay for the #hugatreechallenge @ Carlmont High School https://t.co/ZtQW1cRhAp
1517592870143807490,crissymh_,Fri Apr 22 19:55:10 +0000 2022,-95.562444,29.623472,@Its_NaiyaNicole I’ve been seeing so many people do this and they are thriving 😭 I think it’s my turn!
1517592870252957700,Catherineoscopy,Fri Apr 22 19:55:10 +0000 2022,-73.909795,41.5903965,@NickOcchiuto Right?! So annoying. I prefer the still bitter cold to the microwinds.
1517592870420725760,arthuronuorah1,Fri Apr 22 19:55:10 +0000 2022,-83.9638415,35.9824705,Who’s the biggest Cunt of em???
1517592871045541889,McKirdyTrained,Fri Apr 22 19:55:10 +0000 2022,-111.6351495,35.18275,@AidanReed45 she's also a piece of shit... so...
1517592871502635008,ChangChangaroo,Fri Apr 22 19:55:10 +0000 2022,-119.617745,36.5794135,I'm craving Indian food so bad!
1517592871733542919,DarrinGarcia34,Fri Apr 22 19:55:10 +0000 2022,-70.692493,41.768429999999995,@AlyssaLang great job on this interview and how everything flowed. Could not turn away and everything was on point.
1517592871876059141,ToddMilewski,Fri Apr 22 19:55:10 +0000 2022,-89.5694915,44.900818,Now confirmed by a UW spokesperson.
1517592872652279808,NativeSantaCruz,Fri Apr 22 19:55:11 +0000 2022,-122.03118649999999,36.979375000000005,"@TDeBing I’ve seen cloud bows before, but never like this"
1517592872077479938,HolyBatCast,Fri Apr 22 19:55:10 +0000 2022,-83.804475,27.698681999999998,"Happy 85th Birthday to the living legend, one of our beloved Jokers, Jack Nicholson 🎉🎊🤡 #Batman #Batman89 #Joker https://t.co/AXYCTg95du"
1517592873440407552,tmj_dfw_writing,Fri Apr 22 19:55:11 +0000 2022,-96.8243812,33.0386278,"Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like ""Copywrite… https://t.co/Xw8rbyUpd9"
1517592874828787712,tmj_bos_edu,Fri Apr 22 19:55:11 +0000 2022,-71.4091563,41.816736,"This job is now open at The Stepping Stones Group in #Providence, RI. Follow us and turn on mobile alerts to hear a… https://t.co/ZRvfAI38GU"
1517592875017465856,tmj_hi_nursing,Fri Apr 22 19:55:11 +0000 2022,-158.0152807,21.4513314,"Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like ""Registere… https://t.co/Ma05bcG12x"
1517592876045283329,BrianCo84208590,Fri Apr 22 19:55:11 +0000 2022,-98.716992,35.3090465,@DeeDeeAdorned @NyxieLionheart @30framesBlondie @sannie23165928 @LucienGreaves I didn't break or flashdance even in my youth.
1517592876242284544,nickwiegand,Fri Apr 22 19:55:11 +0000 2022,-119.822,39.5271,"It’s been real Reno but I gotta get out of here. @ Reno, Nevada https://t.co/NbZKYqtLJc"
1517592876699590662,TxxRedd,Fri Apr 22 19:55:11 +0000 2022,-95.44648649999999,29.838495,Lord knows I would’ve been gone to booking ASAP this day because the way I would’ve knocked the soul from this bitc… https://t.co/W4iyffGFwz
1517592877567684609,geincolo,Fri Apr 22 19:55:12 +0000 2022,-105.072231,39.9472495,"College Recruits, #Florida Republican Gov. Ron Desantis just told African -Americans to go F__k themselves.Do you… https://t.co/oDtPz0EJCH"
1517592877936828416,ESGenealogy,Fri Apr 22 19:55:12 +0000 2022,-95.8349585,41.247487,"It was an honor to be recognized by the Council Bluffs, IA Police Department for my work in assisting them to solve… https://t.co/3i1JssL23Y"
1517592880935686144,vbaap1,Fri Apr 22 19:55:12 +0000 2022,-112.12467649999999,33.5528625,How am I losing this much in the stonks market?😭
1517592881891926016,ArchMarketeer,Fri Apr 22 19:55:13 +0000 2022,-121.469664,38.561722,I do believe the crowd size at President Obama’s first and second inaugural speeches pretty much eclipsed that St.… https://t.co/OHkhm1UucM
1517592883162976256,houseofodalys,Fri Apr 22 19:55:13 +0000 2022,-80.2333285,25.7823535,@TD_Tesla @DesinNam1 @DesertDog8989 @BeardyDay @Bombiggy1 @RedPill206 @EGrind26 @KCJ5115 @Kat_230775 @TheCardiganB… https://t.co/81OmlkFeKs
1517592883280453638,WIActivist,Fri Apr 22 19:55:13 +0000 2022,-89.39241150000001,42.9138395,"@joncoopertweets Now, please!!"
1517592883619979265,jamesjets_often,Fri Apr 22 19:55:13 +0000 2022,-106.026119,34.166235,.@Yamiche thank you for your disturbing report from Alabama. No words.
1517592882810658816,KCOUunwritten,Fri Apr 22 19:55:13 +0000 2022,-92.4367735,38.3045585,"Tune into KCOU The Unwritten Rule at 3 p.m. CT!💻 https://t.co/jsBprhqJDn (@KCOUSports) 📻 88.1 FM in Columbia, MO… https://t.co/0BmXTLBmJT"
1517592884450832384,valesmf,Fri Apr 22 19:55:13 +0000 2022,-118.4119065,34.0207895,I’m sorry are y’all making stan edits for a guy who lost his defamation suit in the UK in 2020? And the only reason… https://t.co/DwUnu5GfQz
1517592884559728640,moneymo216,Fri Apr 22 19:55:13 +0000 2022,-83.60180249999999,42.245713,CalypsoFood on the MoveAny gas stationParadiseOmar’sSharks (if still open)Open PittBlack Box FixKimsPacers
1517592884903653385,lmjxeilish,Fri Apr 22 19:55:13 +0000 2022,-74.5976745,40.175361499999994,@LaurenJauregui i will be at the show 🤍 but i’m a broke college student 🫠
1517592885885079554,lennonpatton,Fri Apr 22 19:55:14 +0000 2022,-97.552161,35.4828435,Little Dixie things.
1517592883779366912,AZProjectWET,Fri Apr 22 19:55:13 +0000 2022,-111.931711,34.1682535,Our blue planet is incredible! Taking care of Earth is taking care of each other. Let’s work together to protect an… https://t.co/QU4dtqN0WJ
1517592885926924288,1kimmar,Fri Apr 22 19:55:14 +0000 2022,-118.4119065,34.0207895,@UtahLawDad @denisethedowner I want to know the story behind this! She blocked me months ago so I can only rely on… https://t.co/0CZkxdev3S
1517592886333816832,_xJadaM,Fri Apr 22 19:55:14 +0000 2022,-72.524305,41.7769225,"I cannot wait to leaveeeeee, if this phone ring one more time.."
1517592886367322113,Aroundt45077789,Fri Apr 22 19:55:14 +0000 2022,-122.2329345,37.4972935,@mattymassi I’m joggers no skivvies?  To live up to your earlier promise?
1517592885151113217,coachduty,Fri Apr 22 19:55:13 +0000 2022,-97.571568,25.962435,Last day before Spring Football. Let’s Go! https://t.co/Wp20wWvtIb
1517592886996516866,SparkysLanding,Fri Apr 22 19:55:14 +0000 2022,-81.0403,24.7263,"CHIPOTLE BBQ SHRIMPandouille cheddar grits, jalapeño cornbread, crispy collard greensFEED THE SOUL @ Marathon, F… https://t.co/bfzOvLsEdi"
1517592887592116225,tmituzas,Fri Apr 22 19:55:14 +0000 2022,-73.8311875,40.6708795,@JimMagee2022 @BlissvilleCivic Thank you Jim for spending time with us and learning more about what matters most to… https://t.co/tmIGKmzSvk
1517592888426713089,AngelsEdgeMain,Fri Apr 22 19:55:14 +0000 2022,-104.789327,38.8885185,@Gloomykitti Love this!
1517592888582066178,RexVandalorum,Fri Apr 22 19:55:14 +0000 2022,-77.49317049999999,37.529883,@kbrighton @JohnDiesattheEn Literally 90% of the country now
1517592889181757443,DarenDalena,Fri Apr 22 19:55:14 +0000 2022,-76.919866,41.249412,Montoursville Warriors Baseball Vs Central Mountain today at 4:30 at Montoursvilles Giles Field
1517592889462857730,mikesong,Fri Apr 22 19:55:15 +0000 2022,-73.9685415,40.780709,Still In line #phish https://t.co/FvOVg8y5UM
1517592890507153409,DailySunDrew,Fri Apr 22 19:55:15 +0000 2022,-81.647392,28.808246,"With first and third in the 200, the @WMHSWildcats girls overtake MDCA for first place. 3200 next. Probably going t… https://t.co/2E84BUCRm3"
1517592891987836938,GayCrossfit,Fri Apr 22 19:55:15 +0000 2022,-73.9487755,40.655138,"Also, is everyone in New York sick again…..? Or is it just me…..?"
1517592892793053185,TweeterTeej,Fri Apr 22 19:55:15 +0000 2022,-79.95791,37.274488500000004,@Kgskins26 Mushy peas are amazing. They would fit so well with your chicken nuggets 😂
1517592893518614530,AndreWatson07,Fri Apr 22 19:55:15 +0000 2022,-122.351234,48.249055,Thank you for the opportunity to come out and compete. Much love 🙏🏿
1517592894206447617,dempstermd,Fri Apr 22 19:55:16 +0000 2022,-113.5777655,37.0855815,@HardPass4 Can get them if for you a whole lot cheaper you’re not really concerned with what was ever in them.
1517592894701547520,PamKeithFL,Fri Apr 22 19:55:16 +0000 2022,-80.3390605,27.469324999999998,That Garland still has a job is the INSANITY!
1517592894768484353,bradcarter_ut,Fri Apr 22 19:55:16 +0000 2022,-111.87286850000001,40.498391,Quin Snyder is like Robert Lamm of Chicago. Solid but not champions. They even look alike. https://t.co/e8upKwLy2j
1517592897671077889,_tyronesand_,Fri Apr 22 19:55:16 +0000 2022,-78.657837,35.8439815,Emma about to fall going into this listing🤦🏽‍♂️ #sellingsunset
1517592898539245569,caa1000,Fri Apr 22 19:55:17 +0000 2022,-81.4766765,28.1402165,@Train_PlaneHub Did she said 10 carrieges? I counted 11...  Or was another train she referred to? 🚅🚃🚃🚃
1517592899055149058,taes_mustache,Fri Apr 22 19:55:17 +0000 2022,-73.12620899999999,41.207828,"WOW SHUT OOOOUTTTTT 😭If anyone has #StrayKids NJ tickets they don't want, send 'em my way. 😭 #Ticketmaster is the… https://t.co/eq09pnmJnk"
1517592899587743744,lizzykitts,Fri Apr 22 19:55:17 +0000 2022,-117.7823605,33.689732,Came to the hello kitty cafe! 💕 the pastries were so yummy 😋 https://t.co/fiaHnjYAxW
1517592901068500997,SoonerDemocrat,Fri Apr 22 19:55:17 +0000 2022,-96.06363400000001,36.090902,"Why do MAGAts worship Elon Musk?  Everyone of them thinks he's like ""Mighty Mouse"", here to safe the day. 🙄 Kinda e… https://t.co/ZIF78HuUCx"
1517592901093675009,msnellen82,Fri Apr 22 19:55:17 +0000 2022,-77.5888935,37.599557,Oh and I tried wearing Jessie’s shades… but she told me my Pit Vipers from @gmGroundhogs were way swaggier! https://t.co/BCgDBJ54if
1517592901416636416,_CoachVincent,Fri Apr 22 19:55:17 +0000 2022,-96.9655845,32.4757815,😂 All day: https://t.co/vNP3YrSJU4
1517592902016245760,MCFCinMileHigh,Fri Apr 22 19:55:18 +0000 2022,-104.955612,39.589577,"@newyorkskyblues I stand by this entire statement, well said Blues! That said, I’m curious to know who said these things?"
1517592903274672129,firestonerkage,Fri Apr 22 19:55:18 +0000 2022,-86.791549,36.200008,Can we talk about it!?
1517592903349981184,Conqueroo1,Fri Apr 22 19:55:18 +0000 2022,-118.4119065,34.0207895,"The Netflix and CNN+ Disaster—and What's Next for Subscription Streaming, by @tedgioia https://t.co/v2xkZkIVzI"
1517592904281300992,DeezRell,Fri Apr 22 19:55:18 +0000 2022,-77.425155,38.878707500000004,Just say the album ain’t for u https://t.co/cBNP5ikale
1517592904864256002,mjbeers1,Fri Apr 22 19:55:18 +0000 2022,-82.985772,39.9946835,"When life-altering things happen, there can be no business as usual. You can’t keep running when the road is gone."
1517592905417863168,tmj_brl_itpm,Fri Apr 22 19:55:18 +0000 2022,-72.5753869,44.2600593,Looking to score a job at State of Vermont? You're in luck. Click the link in our bio for the job description and i… https://t.co/Ce61aK9flR
1517592905048727552,hazthetruth,Fri Apr 22 19:55:18 +0000 2022,-121.79644400000001,37.9856605,I love my Ravens 💜 and The Flock! Let’s respect each other’s opinions and Get ready for this championship run 🏆😈 (i… https://t.co/EXskd7Ydsw
1517592905866641408,GradolfTeresa,Fri Apr 22 19:55:18 +0000 2022,-122.791854,45.424870999999996,@SU2C Psalms91
1517592905883389957,tmj_WAK_it,Fri Apr 22 19:55:18 +0000 2022,-117.4260466,47.6587802,Looking to score a job at McKinstry? You're in luck. Click the link in our bio for the job description and informat… https://t.co/VeGL1GA1Th
