id,username,created_at,lng,lat,text
1517608283816611840,S_F_Warriors,Fri Apr 22 20:56:25 +0000 2022,-122.3306025,47.614817,Jasmy on @Coinbase: https://t.co/054FdwUvAT https://t.co/ULZZMppxPo
1517608331765944320,KellyWilsonVO,Fri Apr 22 20:56:36 +0000 2022,-120.882482,47.273022,@Its_Tina_timeVO Longest was 6 months. Shortest was a day.
1517608343925256192,BasedSinceBirth,Fri Apr 22 20:56:39 +0000 2022,-122.78083050000001,47.051444000000004,Hotels &gt; Airbnbs I need room service and breakfast
1517608403496955904,Richard88227732,Fri Apr 22 20:56:53 +0000 2022,-122.357576,47.094826499999996,@TheChulaDiaries I love those earrings as well very attractive along with everything else 😮🥰😍😅
1517608407053729792,UllerRM,Fri Apr 22 20:56:54 +0000 2022,-122.3306025,47.614817,"@_Badchop_ nice. i am still using a pre-WQ reeds, no veist for me :("
1517608412376608768,beardywerk,Fri Apr 22 20:56:55 +0000 2022,-122.3306025,47.614817,Water Moon Farm @j_turnermasland 📸 by yours truly #queerfarmers #queerfarmproject https://t.co/gZM30Ww613
1517608501962452993,RealNealDeal,Fri Apr 22 20:57:17 +0000 2022,-123.55899400000001,48.366368,@adriandix @Interior_Health @mableelmore @MLA_Sandhu With no family doctors in BC how will these people get the lon… https://t.co/s7Fgc3M3Hz
1517608592706183168,larklittlefoot,Fri Apr 22 20:57:38 +0000 2022,-122.9718835,46.727290499999995,@EvaEvansshine2 @AndrewCarrSpen1 Look at how she stands.Look at what she is wearing.Look at her hair.All said ab… https://t.co/uuXQMCvlQa
1517608594883026946,quack_attack22,Fri Apr 22 20:57:39 +0000 2022,-120.58340150000001,44.1454365,@Nova_NYJ @Bruhman90806 @MichaelAAlaniz @akashanav If Lance played like shit last year like Wilson I’d expect him to fly all over as well
1517608618174124033,ArronRenfrew,Fri Apr 22 20:57:45 +0000 2022,-122.31717406,47.68323319,Real Estate...They ain't making any more of it!! @ Renfrew Real Estate https://t.co/6nRubkSdSG
1517608621005103106,Poncarose1,Fri Apr 22 20:57:45 +0000 2022,-120.882482,47.273022,😂😂😂 she's going to change the date on her statement now 🤦🏽‍♀️https://t.co/9IulyDLQHG
1517608622938738688,SteamSaint,Fri Apr 22 20:57:46 +0000 2022,-122.096397,47.9921425,@davidmcgeoch9 @StarTrek As someone who adores every frame of the oft maligned ENTERPRISE? Seeing Archer there fills my heart with joy!
1517608673752674305,David56361043,Fri Apr 22 20:57:58 +0000 2022,-122.2317885,47.9599495,@DGodfatherMoody what is with these callers attacking you?  Awesome job man!
1517608682619473920,wongisrite,Fri Apr 22 20:58:00 +0000 2022,-122.3306025,47.614817,@djngoma @nygi_xxv tell me
1517608709668569088,BasedSinceBirth,Fri Apr 22 20:58:06 +0000 2022,-122.78083050000001,47.051444000000004,Just wait til them new cars are able to detect if your drunk and not turn on
1517608727708323847,tmbizee,Fri Apr 22 20:58:11 +0000 2022,-122.1769,48.06111,"Just posted a photo @ Marysville, Washington https://t.co/5U8pTFKxVg"
1517608786000707585,SteamSaint,Fri Apr 22 20:58:25 +0000 2022,-122.096397,47.9921425,@AndrewCFrancis @davidmcgeoch9 @StarTrek You’ve earned this. 🥰 https://t.co/g9p4T98ntM
1517608802345897984,CantStandMAGAts,Fri Apr 22 20:58:28 +0000 2022,-122.1660035,47.180856,@MostlyHappy7 @TStaples66 @Reuters Yes! They are all liars. They all lie like rugs.
1517608825066385408,barnavit,Fri Apr 22 20:58:34 +0000 2022,-122.65036044,48.38701861,Learnin' how to drive:)#drive #driverslicense #infiniti #g35 #g35sedan #g35x #Nissan #spring #fatherandson… https://t.co/d1QxNOBuRk
1517608831034875908,ImJustHereSoI18,Fri Apr 22 20:58:35 +0000 2022,-122.9352255,46.971318499999995,This is how I feel about Cassavetes in general.
1517608871501516800,jordanarnold,Fri Apr 22 20:58:45 +0000 2022,-120.882482,47.273022,@rexy Prove it
1517608872835305472,sfam_official,Fri Apr 22 20:58:45 +0000 2022,-122.3306025,47.614817,in seattle a day early. boutta do all the tourist shit then be way too loud in a bar for the pels game. bad news birds bitch
1517609001873133568,krissymmurphy,Fri Apr 22 20:59:16 +0000 2022,-120.882482,47.273022,@GregInORL They’re the ube yogurt  covered pretzels! So good
1517609017077469184,tmj_sea_labor,Fri Apr 22 20:59:20 +0000 2022,-122.312367,47.5213789,"Want to work at UPS? We're hiring in #Seattle, WA! Click for details: https://t.co/jIkPYKmsrX #Labor"
1517609041844850690,rickfriel,Fri Apr 22 20:59:26 +0000 2022,-122.3306025,47.614817,@epicbeerrider @TimTjames @alicecooper @McCawHall Enjoy!
